location,area_sqft,bedrooms,bathrooms,stories,age_years,garage,balcony,basement,nearby_school_score,crime_rate,property_type,price
Suburban,1244,4,3,2,33,1,1,0,7.83,0.95,Condo,747915.04
Riverside,3016,1,2,3,15,2,0,1,9.46,0.86,Villa,1209620.25
Uptown,2050,1,2,3,29,2,0,0,8.03,0.93,Apartment,895946.83
Suburban,1744,2,3,2,16,0,0,1,5.13,0.63,Townhouse,813670.28
Downtown,1949,5,1,1,4,2,1,1,8.61,0.15,Villa,1044933.59
Old Town,1287,3,1,3,31,1,1,1,9.65,0.28,Apartment,789111.48
Suburban,2883,4,1,2,36,1,1,0,8.21,0.93,Apartment,999481.7
Riverside,1884,3,3,3,39,2,1,0,9.31,1.39,Condo,943077.28
Old Town,2852,3,2,3,4,1,0,0,9.13,0.09,Condo,1134203.05
Old Town,2128,4,1,2,22,0,0,0,9.31,0.84,Townhouse,873378.22
Hillview,2886,5,1,2,24,1,0,0,6.72,0.42,Apartment,1058842.98
Hillview,2241,3,1,1,3,2,0,0,7.37,0.86,Condo,909934.48
Uptown,2569,3,3,3,38,2,0,1,9.24,1.14,Villa,1129464.61
Downtown,2496,5,2,1,4,0,0,0,9.55,1.12,Villa,1040783.79
Riverside,2443,2,1,2,10,2,1,1,5.73,1.1,Condo,927580.3
Downtown,2291,5,1,2,38,0,0,1,5.91,1.18,Villa,928231.36
Downtown,1972,3,2,1,22,2,0,1,6.73,0.16,Apartment,900551.41
Suburban,3153,5,2,2,27,0,1,1,8.85,0.79,Apartment,1116107.55
Hillview,1601,3,3,3,19,0,0,1,9.37,0.43,Condo,943097.73
Lakeview,2102,4,1,1,30,2,0,0,7.9,1.39,Townhouse,866827.02
Uptown,2108,2,1,1,3,1,0,0,5.57,1.19,Townhouse,779496.38
Hillview,2321,4,1,1,27,0,0,1,6.52,0.21,Townhouse,959527.32
Uptown,1864,2,2,1,2,0,1,0,9.29,0.4,Apartment,849808.58
Suburban,2273,4,3,1,7,0,0,0,6.74,0.71,Villa,920501.59
Uptown,2007,4,2,2,20,0,1,0,5.51,1.45,Condo,811306.45
Lakeview,1230,3,1,3,17,2,0,1,6.51,0.21,Apartment,796836.73
Downtown,2105,3,2,3,6,0,1,0,9.03,0.87,Condo,955740.16
Old Town,1495,2,2,3,31,0,0,0,7.47,0.54,Villa,805679.84
Uptown,1146,4,1,3,12,2,0,1,5.86,0.99,Villa,833804.21
Old Town,2175,3,3,2,34,2,0,1,6.56,0.99,Apartment,875345.71
Uptown,2368,3,2,3,0,0,1,1,9.77,0.4,Townhouse,1090435.41
Lakeview,2390,1,1,1,9,1,0,0,7.16,1.19,Villa,905237.02
Old Town,2412,1,2,3,11,1,1,1,7.21,0.18,Villa,1014928.42
Downtown,1037,1,3,1,23,1,0,0,5.77,1.24,Townhouse,587179.89
Riverside,1351,5,3,3,16,0,0,1,6.52,0.36,Townhouse,886270.29
Suburban,3185,5,1,1,6,2,1,1,9.07,0.9,Condo,1194647.08
Old Town,1524,1,3,1,22,2,0,0,8.93,0.55,Townhouse,798010.58
Hillview,2436,1,2,2,38,2,1,0,7.18,0.93,Apartment,963995.63
Old Town,1722,4,2,3,5,2,1,0,9.47,0.44,Townhouse,947957.4
Suburban,2144,3,1,1,10,0,0,0,6.9,0.87,Apartment,756342.44
Riverside,1752,2,3,1,19,1,1,1,9.32,0.06,Condo,861440.27
Hillview,2409,4,3,2,29,2,1,0,5.16,0.59,Villa,1085016.0
Downtown,2175,2,1,3,5,1,1,1,6.74,1.25,Townhouse,962795.17
Suburban,1853,1,2,3,9,2,0,1,9.28,0.72,Apartment,921700.66
Lakeview,1522,2,3,2,9,1,0,0,9.51,0.77,Villa,912748.25
Downtown,2247,5,2,2,24,2,1,0,8.78,0.95,Townhouse,1033734.67
Riverside,1433,4,1,2,3,2,1,0,8.35,0.68,Townhouse,873654.27
Suburban,2335,1,3,3,26,1,1,1,9.08,1.31,Apartment,985301.83
Downtown,3545,3,1,1,17,2,1,0,8.54,0.63,Apartment,1146823.81
Riverside,2843,5,2,1,13,1,0,1,6.27,1.42,Condo,1003984.77
Old Town,2495,5,2,1,34,0,0,0,7.33,1.32,Townhouse,882353.06
Suburban,2053,4,3,1,32,1,0,1,8.3,0.66,Condo,904467.41
Downtown,1034,1,2,2,32,2,0,0,7.94,0.58,Apartment,698219.02
Downtown,1373,2,3,3,35,0,1,0,9.43,1.03,Villa,881294.14
Hillview,2806,2,3,2,9,0,0,0,7.37,1.15,Townhouse,1040269.64
Lakeview,1666,1,3,2,34,1,0,1,5.89,0.32,Condo,819853.76
Suburban,1715,1,3,1,7,1,1,0,6.07,0.4,Townhouse,762517.54
Riverside,2009,2,3,2,13,1,0,0,9.23,0.26,Townhouse,937711.73
Riverside,1516,3,3,1,22,1,1,1,5.04,1.15,Villa,756454.3
Riverside,1425,2,3,3,29,1,1,1,9.35,1.09,Condo,875698.91
Suburban,2072,3,2,2,23,0,1,0,5.28,0.32,Villa,849338.28
Downtown,1610,2,1,2,22,0,0,0,6.96,0.83,Villa,779748.35
Old Town,1692,1,1,3,15,2,1,0,9.0,1.16,Townhouse,824876.43
Riverside,1670,5,3,1,23,1,1,1,7.04,1.42,Condo,856489.88
Riverside,2387,3,1,2,19,2,1,0,9.11,0.31,Condo,1012583.97
Suburban,1972,2,3,2,19,1,1,1,5.5,0.49,Apartment,870633.25
Lakeview,2002,5,3,1,23,0,1,0,7.56,0.56,Condo,926650.86
Hillview,2428,5,2,1,24,1,1,0,7.91,0.96,Villa,1049262.49
Riverside,2022,5,3,1,13,2,1,0,9.45,0.25,Apartment,1026807.2
Suburban,1947,1,1,1,5,2,1,0,5.47,0.33,Condo,706876.83
Uptown,2359,4,2,3,11,0,0,1,6.69,1.18,Condo,1043562.34
Lakeview,2468,5,3,1,16,2,1,0,8.3,0.84,Villa,1195088.83
Downtown,2019,5,3,1,6,1,0,0,9.9,0.28,Apartment,1023702.21
Lakeview,2144,2,1,3,7,0,1,1,9.24,0.61,Apartment,1001067.02
